Filename,Doi,Abstract,Materials
Anan Fang  - 2010 - Lasing in metamaterial nanostructures.txt,[],"[This article presents a self-consistent computational scheme for 1D and 2D metamaterial systems with integrated gain, described by a four-level atomic model. It demonstrates loss compensation and lasing behavior, with critical pumping rates identified for achieving linear response and nonlinearities arising from gain depletion.]",[]
Ananth Dodabalapur  - 1996 - Physics and applications of organic microcavity light emitting diodes.txt,[https://doi.org/10.1063/1.363755],"[This article examines the effects of planar microcavities on the electroluminescence characteristics of organic materials, enabling color selectivity and intensity enhancement in light-emitting diodes (LEDs) using materials like Alq, with applications in displays and adaptive optics.]","[Alq,TAD,SiO2,Si3N4,Au,Al,ITO]"
Ananth Subramanian  - 2015 - Silicon and silicon nitride photonic circuits for spectroscopic sensing on-a-chip [Invited].txt,[2327-9125/15/050B47-13],"[This article discusses the theoretical and technological aspects of chip-based absorption and Raman spectroscopy, focusing on waveguide-based evanescent sensing techniques, on-chip spectrometers, and integrated broadband light sources for spectroscopic systems.]","[Si, Si3N4, Ge, InP, Au, PDMS]"
Anatole Lupu  - 2011 - Metal-dielectric metamaterials for guided wave silicon photonics.txt,[https://doi.org/10.1364/OE.19.024746],"[This article investigates the potential of metallic metamaterials for optical functions in guided wave optics at 1.5μm, focusing on optimizing refractive index variation via localized plasmon resonances in gold cut wires on silicon waveguides, achieving significant index modulation while minimizing metal-related losses.]","[Au,Si,SiO2]"
Anatoliy A. Savchenkov  - 2009 - Tunable optical single-sideband modulator with complete sideband suppression..txt,[https://doi.org/10.1364/OL.34.001300],"[This article reports a tunable single-sideband electro-optical modulator using a lithium tantalate whispering gallery mode resonator, achieving over 40 dB sideband suppression and tunability via temperature or voltage adjustments, enabling applications in microwave photonics and atomic physics.]",[LiTaO3]
Anders Kristensen  - 2017 - Plasmonic colour generation.txt,[https://doi.org/10.1038/natrevmats.2016.88],"[This article reviews plasmonic colors, which emerge from resonant interactions between light and metallic nanostructures, highlighting their design principles, fabrication techniques, and potential applications in high-resolution printing, sensing, and dynamic color tuning.]","[Si,Au,Ag,Al,SiO2,TiO2,PMMA,ITO,HSQ]"
Anders Pors  - 2011 - Plasmonic metamaterial wave retarders in reflection by orthogonally oriented detuned electrical dipo.txt,[https://doi.org/10.1364/OL.36.001626],"[This article demonstrates a nanometer-thin quarter-wave plate in reflection mode using plasmonic metamaterials with orthogonally oriented detuned electrical dipoles, achieving circular polarization at specific wavelengths with nanocross and nanobrick configurations.]","[Au,SiO2,PMMA]"
Anders Pors  - 2013 - Broadband focusing flat mirrors based on plasmonic gradient metasurfaces.txt,[https://doi.org/10.1021/nl304761m],"[This article demonstrates a broadband focusing flat mirror using a metal-insulator-metal configuration with gold nanobricks on a silica layer, achieving efficient reflection (14-27% experimentally, 50-78% theoretically) and wavelength-dependent focal length tuning from 15 to 11 μm over 750-950 nm.]","[Au,SiO2]"
Anders Pors  - 2013 - Broadband plasmonic half-wave plates in reflection..txt,[https://doi.org/10.1364/OL.38.000513],"[This article demonstrates a reflective broadband half-wave plate using a metal-insulator-metal configuration with gold nanobricks, achieving high reflectivity and scalability in the near-infrared regime with a bandwidth of ~20% of the design wavelength.]","[Au,SiO2,Ti]"
Anders Pors  - 2013 - Efficient and broadband quarter-wave plates by gap-plasmon resonators.txt,[https://doi.org/10.1364/OE.21.002942],"[This article demonstrates a metal-insulator-metal (MIM) configuration with a top layer of periodic gold nanobricks, designed as an efficient broadband quarter-wave plate in reflection, achieving 82% conversion efficiency with a 160 nm bandwidth at 800 nm wavelength.]","[Au,SiO2]"
Anders Pors  - 2013 - Gap plasmon-based metasurfaces for total control of reflected light.txt,[https://doi.org/10.1038/srep02155],"[This article demonstrates gap plasmon-based metasurfaces using gold nanobricks on glass spacers to independently control orthogonal light polarizations, achieving efficient broadband manipulation of reflected light for applications like polarization beam splitters and beam steering.]","[Au,Si,Ti]"
Anders Pors  - 2014 - Efficient unidirectional polarization-controlled excitation of surface plasmon polaritons.txt,[https://doi.org/10.1038/lsa.2014.78],"[This article demonstrates efficient unidirectional polarization-controlled surface plasmon polariton (SPP) excitation using gap surface plasmon (GSP)-based gradient metasurfaces, achieving coupling efficiencies of ~25% and directivities exceeding 100 for telecom wavelengths, enabling compact plasmonic circuits with polarization-sensitive functionality.]","[Au,SiO2,Ti]"
Anders Pors  - 2015 - Plasmonic metagratings for simultaneous determination of Stokes parameters.txt,[http://dx.doi.org/10.1364/OE.24.017080],"[This article characterizes surface plasmon-polariton guiding in narrow channels within random arrays of gold nanoparticles on a gold film, demonstrating efficient waveguiding over >10 μm in straight waveguides and functional S-bends and Y-splitters, with potential applications in plasmonic circuitry.]","[Au,SiO2,PMMA]"
Anders Pors  - 2015 - Unidirectional scattering by nanoparticles near substrates generalized Kerker conditions.txt,[https://doi.org/10.1364/OE.23.028808],"[This article investigates asymmetric light scattering by disk-shaped gap-surface plasmon (GSP) resonators, deriving generalized Kerker conditions for unidirectional scattering and demonstrating near-complete suppression of backward scattering through multipole interference, validated by numerical simulations and experiments.]","[Au,SiO2]"
Anders Pors  - 2016 - enhanced non resonant light transmission through subwavelength slits in metal.txt,[arXiv:1609.04937v1],"[This article analytically describes enhanced non-resonant light transmission through subwavelength slits in thin perfect electric conductor (PEC) screens, deriving simple expressions for field enhancement and transmission efficiency, validated by numerical simulations, with potential applications in infrared and terahertz regimes.]","[PEC,Al]"
Anders Pors  - 2016 - Enhanced nonresonant light transmission through subwavelength slits in metal.txt,[arXiv:1609.04937v1],"[This article analytically describes enhanced non-resonant light transmission through subwavelength slits in thin perfect electric conductor screens, deriving accurate expressions for field enhancement and transmission efficiency, validated by numerical simulations, with potential applications in infrared and terahertz regimes.]","[PEC,Al]"
Anders Pors  - 2016 - Random-phase metasurfaces at optical wavelengths.txt,[https://doi.org/10.1038/srep28448],"[This article presents random-phase metasurfaces using gap plasmon-based structures to achieve diffuse scattering of light at 800 nm wavelength, demonstrating low-reflection properties and statistical control over far-field intensity for polarized and unpolarized light, with potential applications in camouflage and security.]","[Au,SiO2]"
"Andrea Alù  - 2003 - Pairing an epsilon-negative slab with a mu-negative slab resonance, tunneling and transparency.txt",[10.1109/TAP.2003.817553],"[This article analyzes the interaction of transverse-magnetic (TM) waves with a pair of epsilon-negative (ENG) and mu-negative (MNG) slabs, demonstrating unusual features like resonance, complete tunneling, zero reflection, and transparency when these slabs are paired under specific conditions.]","[ENG,MNG]"
Andrea Alù  - 2004 - Negative effective permeability and left-handed materials at optical frequencies.txt,[https://doi.org/10.1364/OPEX.14.001557],"[This article proposes a design of plasmonic nano-inclusions composed of metallic nanoparticles arranged in circular patterns to achieve resonant magnetic dipole responses in the visible spectrum, enabling the synthesis of left-handed metamaterials with negative permittivity and permeability for optical applications.]","[Ag,SiC]"
Andrea Alù  - 2005 - Achieving transparency with plasmonic and metamaterial coatings.txt,[10.1103/PhysRevE.72.016623],"[This article explores the use of plasmonic and metamaterial covers with negative or low permittivity/permeability to drastically reduce the scattering cross-section of spherical and cylindrical objects, achieving near ""invisibility"" without requiring high dissipation, and demonstrates its robustness to losses and imperfections.]","[Au,Si]"
Andrea Alù  - 2006 - Negative effective permeability and left-handed materials at optical frequencies..txt,[https://doi.org/10.1364/OPEX.14.001557],"[This article presents the design of plasmonic nano-inclusions composed of metallic nanoparticles arranged in circular patterns to achieve resonant magnetic dipole responses in the visible spectrum, enabling the creation of left-handed metamaterials with negative permittivity and permeability for optical applications.]","[Ag,SiC]"
Andrea Alù  - 2007 - Epsilon-near-zero metamaterials and electromagnetic sources Tailoring the radiation phase pattern.txt,[https://doi.org/10.1016/j.cej.2023.148010],"[This article investigates the response of epsilon-near-zero (ENZ) metamaterials and plasmonic materials to electromagnetic source excitation, demonstrating their ability to tailor the phase of radiation patterns for arbitrary sources, with potential applications in imaging and radiative tools at infrared and optical frequencies.]","[W18O19,MXENE]"
Andrea Alù  - 2011 - Plasmonic Brewster angle broadband extraordinary transmission through optical gratings..txt,[https://doi.org/10.1103/PhysRevLett.106.123902],"[This article introduces an ultra-broadband tunneling mechanism for total transmission through opaque plasmonic gratings at a specific incidence angle, analogous to Brewster transmission, enabling applications in polarization filters and energy concentrators.]",[Ag]
Andrea Alù  - 2011 - Plasmonic brewster angle Broadband extraordinary transmission through optical gratings.txt,[https://doi.org/10.1103/PhysRevLett.106.123902],"[This article introduces an ultrabroadband tunneling mechanism for total transmission through opaque plasmonic screens at a specific incidence angle, analogous to Brewster transmission, enabling minimal reflection and energy squeezing from dc to visible frequencies.]",[Ag]
Andrea Annoni  - 2017 - Unscrambling light—automatically undoing strong mixing between modes.txt,[https://doi.org/10.1038/lsa.2017.110],"[This article demonstrates an all-optical, self-configuring silicon photonic mesh that automatically unscrambles mixed optical modes without prior knowledge of the mixing object, enabling simultaneous separation and tracking of four arbitrarily mixed beams with less than -20 dB crosstalk over a 10 nm bandwidth.]","[Si,TiN,Au]"
